animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
357337,VAAAG113050904,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑白色,ADULT,T,F,興昌里辛亥路四段77巷92弄,,OPEN,,,2024-05-20,2999-12-31,2025/01/06,2024/05/09,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1715244566274.png,,2025/01/06,臺北市內湖區安美街191號,02-87913254
338351,VAAAG112121106,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,社子里延平北路六段,,OPEN,,,2023-12-24,2999-12-31,2025/01/06,2023/12/11,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1702343031963.png,,2025/01/06,臺北市內湖區安美街191號,02-87913254
247860,PAAAG1110322036,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,案山里現代人檳榔,,OPEN,,,2022-03-29,2999-12-31,2025/01/06,2022/03/22,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1694249754516.png,,2025/01/06,澎湖縣馬公市烏崁里260、261號,06-9213559
387049,VAAAG113121801,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黑白色,ADULT,T,F,塔悠路,,OPEN,消瘦 皮屑,,2025-01-05,2999-12-31,2025/01/05,2024/12/18,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1734490838965.png,,2025/01/05,臺北市內湖區安美街191號,02-87913254
282806,HAAAG11111111397,12,70,南投縣公立動物收容所,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,南投縣鹿谷鄉鹿山路,,OPEN,,,2022-12-01,2999-12-31,2025/01/04,2022/11/11,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/d7f452be-a343-449f-8d77-6dbc72a726f5.JPG,,2025/01/04,南投縣南投市嶺興路36-1號,049-2225440
52595,AAAHG1070614010,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黑白色,ADULT,F,F,嘉寶里,,OPEN,,,2018-06-21,2999-12-31,2025/01/04,2018/06/14,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/f2c65731-cfa0-4495-9308-4553adbab3d0.jpg,,2025/01/04,新北市五股區外寮路9-9號,02-82925265
36150,AAAHG106062402,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,水碓公園,,OPEN,,,2021-10-05,2999-12-31,2025/01/04,2017/06/24,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/779b32c9-2eb2-4fb9-a614-b87c6d253110.jpg,,2025/01/04,新北市五股區外寮路9-9號,02-82925265
289042,HAAAG1111221805,12,70,南投縣公立動物收容所,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,南投縣中寮鄉永平路,,OPEN,,,2022-12-31,2999-12-31,2025/01/04,2022/12/21,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1671775141208.png,,2025/01/04,南投縣南投市嶺興路36-1號,049-2225440
314945,HAAAG1120628290,12,70,南投縣公立動物收容所,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,南投縣埔里鎮信義路,,OPEN,,,2024-07-15,2999-12-31,2025/01/04,2023/06/28,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1688005816012.png,,2025/01/04,南投縣南投市嶺興路36-1號,049-2225440
349075,HAAAG1130306892,12,70,南投縣公立動物收容所,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,南投縣草屯鎮玉屏路,,OPEN,,,2024-03-08,2999-12-31,2025/01/04,2024/03/06,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1709777482113.png,,2025/01/04,南投縣南投市嶺興路36-1號,049-2225440
388924,VAAAG114010402,2,49,臺北市動物之家,狗,混種犬          ,M,SMALL,米色,ADULT,T,F,,,OPEN,,,2025-01-04,2999-12-31,2025/01/04,2025/01/04,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1735975535517.png,,2025/01/04,臺北市內湖區安美街191號,02-87913254
353662,HAAAG1130411672,12,70,南投縣公立動物收容所,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,南投縣魚池鄉東池村福興巷,,OPEN,,,2025-01-04,2999-12-31,2025/01/04,2024/04/11,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1712883234918.png,,2025/01/04,南投縣南投市嶺興路36-1號,049-2225440
374286,PAAAG1130916024,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,BIG,黑黃色,ADULT,T,F,海軍基地-海二廠,,OPEN,,,2024-10-02,2999-12-31,2025/01/04,2024/09/16,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1726558170545.png,,2025/01/04,澎湖縣馬公市烏崁里260、261號,06-9213559
324619,GAAAG1120911002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,奉天路98巷,,OPEN,,,2023-09-11,2999-12-31,2025/01/04,2023/09/11,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1694484413993.png,,2025/01/04,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
383793,OAAAG1131125002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,中正北路二段38號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留,,2024-12-17,2999-12-31,2025/01/03,2024/11/25,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1732516107236.png,,2025/01/03,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
192086,PAAAG1100114020,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,MEDIUM,黑黃色,ADULT,T,F,山水碼頭,,OPEN,,,2021-01-26,2999-12-31,2025/01/03,2021/01/14,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1724313453930.png,,2025/01/03,澎湖縣馬公市烏崁里260、261號,06-9213559
350063,PAAAG1130314016,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,BIG,黑黃色,ADULT,T,F,中正國中,,OPEN,,,2024-04-03,2999-12-31,2025/01/03,2024/03/14,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1710396068292.png,,2025/01/03,澎湖縣馬公市烏崁里260、261號,06-9213559
388626,VAAAG114010206,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黃色,ADULT,N,F,芝山岩 國家二級生態古蹟(芝山公園正門牌周遭),,OPEN,右剪,,2025-01-10,2999-12-31,2025/01/03,2025/01/02,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1735799321089.png,,2025/01/03,臺北市內湖區安美街191號,02-87913254
387157,AAACG1131218001,3,51,新北市新店區公立動物之家,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,大湖格8-3號附近,,OPEN,,,2024-12-18,2999-12-31,2024/12/18,2024/12/18,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1734512652121.png,,2024/12/18,新北市新店區安泰路235號,02-22159462
381084,W131106-06,16,73,臺南市動物之家灣裡站,狗,混種犬          ,M,MEDIUM,黑色,ADULT,N,F,自強路379巷9號,,OPEN,,,2025-01-02,2999-12-31,2025/01/02,2024/11/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1735796849692.png,,2025/01/02,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
204960,AAAGG1100503003,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,虎斑色,,T,F,貢寮區,,OPEN,,,2021-05-03,2999-12-31,2021/05/03,2021/05/03,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735792581482.png,,2021/05/03,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
36007,AAAGG106122005,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,BIG,黑色,,T,F,楓子瀨,,OPEN,救援案(被捕獸夾夾到)右腳受傷  106.12/20 5inl+R,,2017-12-20,2999-12-31,2021/04/30,2017/12/20,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735789604150.png,,2021/04/30,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
353184,AAAGG1130409001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,BIG,黑白色,ADULT,T,F,瑞芳區,,OPEN,,,2024-04-09,2999-12-31,2024/04/09,2024/04/09,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735789220206.png,,2024/04/09,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
48207,AAAGG1070510005,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,黃白色,,T,F,中港大排,,OPEN,105/6/13 八合一 狂犬病疫苗 106/6/6 五合一  狂犬病疫苗107/2/26 結紮,,2018-02-27,2999-12-31,2024/07/31,2018/05/10,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735789068370.png,,2024/07/31,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
239595,AAAGG1110116002,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,黑色,,T,F,中山路,,OPEN,,,2022-01-16,2999-12-31,2023/10/20,2022/01/16,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735788867029.png,,2023/10/20,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
384556,AAAGG1131129001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,黃色,ADULT,T,F,貢寮區,,OPEN,,,2024-11-29,2999-12-31,2024/11/29,2024/11/29,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735788504319.png,,2024/11/29,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
323319,AAAGG1120831001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,桃園市,,OPEN,,,2021-12-29,2999-12-31,,2023/08/31,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735788237338.png,,,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
254553,AAAGG1110510001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,MEDIUM,黑白色,ADULT,T,F,中央路3段214號,,OPEN,,,2024-03-06,2999-12-31,2024/10/07,2022/05/05,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735788011461.png,,2024/10/07,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
220793,AAAGG1100903005,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,黃色,,T,F,瑞芳區,,OPEN,,,2021-09-03,2999-12-31,2021/09/03,2021/09/03,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735787689668.png,,2021/09/03,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
366320,AAAGG1130716001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,虎斑色,ADULT,T,F,員山子路,,OPEN,,,2024-07-16,2999-12-31,2024/07/16,2024/07/16,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735634235303.png,,2024/07/16,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
35979,AAAGG106041705,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,,T,F,新市二路二段,,OPEN,105/11/3八合一 狂犬病 晶片900138000767333 106.04.21 5inl+R 106.07/26 結紮,,2016-11-03,2999-12-31,2021/04/30,2016/11/03,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735633974798.png,,2021/04/30,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
48220,AAAGG1070510015,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,,T,F,小忠寮,,OPEN,106/8/17體內外驅蟲 五合一、狂犬病疫苗、107/2/26 結紮,,2017-08-17,2999-12-31,2021/04/29,2018/05/10,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735633699919.png,,2021/04/29,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
91931,AAAGG1080405005,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,,F,F,八斗子車站,,OPEN,,,2019-04-05,2999-12-31,2021/07/27,2019/04/05,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735633188065.png,,2021/07/27,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
204371,AAAGG1100428005,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,黑白色,,F,F,海濱金石園,,OPEN,,,2021-04-28,2999-12-31,2024/07/31,2021/04/28,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735633002935.png,,2024/07/31,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
239598,AAAGG1110116005,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,黑色,,T,F,瑞芳區,,OPEN,,,2022-01-16,2999-12-31,2022/01/16,2022/01/16,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735630445092.png,,2022/01/16,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
205152,AAAGG1100504002,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,黑色,,F,F,瑞芳區岳王路,,OPEN,,,2021-05-04,2999-12-31,2023/10/20,2021/05/04,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735629946740.png,,2023/10/20,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
388501,EAAAG1131231031,9,96,苗栗縣動物保護教育園區,狗,混種犬          ,F,BIG,黑色,ADULT,N,F,三義鄉廣盛村,,OPEN,,,2025-01-13,2999-12-31,2024/12/31,2024/12/30,苗栗縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1735630017936.png,,2024/12/31,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https:／／goo.gl/maps/Bd4sckpEPsrof7Qb8),037-558228
205153,AAAGG1100504003,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,黑色,,T,F,瑞芳區岳王路,,OPEN,,,2021-05-04,2999-12-31,2021/09/10,2021/05/04,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735627562276.png,,2021/09/10,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
35953,AAAGG104071501,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,MEDIUM,黑黃色,ADULT,T,F,文秀坑路,,OPEN,106.1123  5inl+R,,2015-07-27,2999-12-31,2023/10/16,2015/07/15,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735627334930.png,,2023/10/16,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
344422,AAAGG1130126001,3,56,新北市瑞芳區公立動物之家,狗,威瑪獵犬,M,BIG,虎斑色,ADULT,T,F,雙溪區,,OPEN,,,2024-01-26,2999-12-31,2024/09/30,2024/01/26,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735627027865.png,,2024/09/30,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
323320,AAAGG1120831002,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,民生路1段18號,,OPEN,,,2020-07-13,2999-12-31,,2023/08/31,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735626845593.png,,,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
332679,AAAGG1121102001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,黑黃色,ADULT,T,F,瑞芳區,,OPEN,,,2023-11-02,2999-12-31,2023/11/02,2023/11/02,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735620162354.png,,2023/11/02,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
370617,AAAGG1130820001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,內寮路,,OPEN,,,2024-08-20,2999-12-31,2024/09/05,2024/08/20,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735619822678.png,,2024/09/05,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
225312,AAAGG1101001001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,中和區,,OPEN,,,2023-10-17,2999-12-31,2023/10/17,2021/10/01,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735619466467.png,,2023/10/17,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
365938,AAAGG1130712004,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,大寮路,,OPEN,,,2024-07-12,2999-12-31,2024/07/12,2024/07/12,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735615894170.png,,2024/07/12,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
366159,AAAGG1130715002,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,BIG,虎斑色,ADULT,T,F,貢寮區,,OPEN,,,2024-07-15,2999-12-31,2024/07/15,2024/07/15,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735613015757.png,,2024/07/15,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
366174,AAAGG1130715004,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,BIG,黃色,ADULT,T,F,濱二路,,OPEN,,,2024-07-15,2999-12-31,2024/07/15,2024/07/15,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735612323804.png,,2024/07/15,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
323450,AAAGG1120901001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,虎斑色,ADULT,F,F,嵩陽路,,OPEN,,,2022-08-11,2999-12-31,,2023/09/01,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735543544422.png,,,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
323451,AAAGG1120901002,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,虎斑色,ADULT,F,F,嵩陽路,,OPEN,,,2022-09-02,2999-12-31,2024/03/24,2023/09/01,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735543401392.png,,2024/03/24,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
205376,AAAGG1100506001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,MEDIUM,虎斑色,,T,F,貢寮區龍門里,,OPEN,,,2021-05-06,2999-12-31,2021/09/10,2021/05/06,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735543152141.png,,2021/09/10,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
329785,AAAGG1121017002,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,瑞芳區,,OPEN,,,2023-10-17,2999-12-31,2023/10/17,2023/10/17,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735542974618.png,,2023/10/17,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
36002,AAAGG106042205,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,平林農場,,OPEN,106.1207 7inl+R 結紮,,2017-12-20,2999-12-31,2023/10/16,2017/04/21,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735542759123.png,,2023/10/16,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
205345,AAAGG1100505001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,BIG,虎斑色,,T,F,瑞芳區,,OPEN,,,2021-05-05,2999-12-31,2021/09/10,2021/05/05,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735542546477.png,,2021/09/10,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
204341,AAAGG1100428003,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,瑞芳區,,OPEN,,,2021-04-28,2999-12-31,2024/10/07,2021/04/28,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735542305746.png,,2024/10/07,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
215512,AAAGG1100727001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,,T,F,瑞芳區,,OPEN,,,2021-07-27,2999-12-31,2023/10/16,2021/07/27,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735542227641.png,,2023/10/16,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
388335,1131227D01,22,82,金門縣動物收容中心,狗,混種犬          ,M,MEDIUM,黃色,ADULT,F,F,太湖路一段,,OPEN,,,2025-01-03,2999-12-31,2024/12/30,2024/12/27,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1735541544789.png,,2024/12/30,金門縣金湖鎮裕民農莊20號,082-336625
388333,1131227C03,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,,CHILD,F,F,西堡,,OPEN,,,2025-02-28,2999-12-31,2024/12/30,2024/12/27,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1735541275979.png,,2024/12/30,金門縣金湖鎮裕民農莊20號,082-336625
317550,AAAGG1120720001,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,BIG,黃色,ADULT,T,F,雙溪區,,OPEN,,,2023-07-20,2999-12-31,2023/07/20,2023/07/20,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735541084165.png,,2023/07/20,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
366374,AAAGG1130716003,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,F,BIG,虎斑色,ADULT,T,F,雙溪區,,OPEN,,,2024-07-16,2999-12-31,2024/07/16,2024/07/16,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735540763130.png,,2024/07/16,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
369338,AAAGG1130809005,3,56,新北市瑞芳區公立動物之家,狗,混種犬          ,M,MEDIUM,黑白色,ADULT,T,F,瑞芳區,,OPEN,,,2024-09-26,2999-12-31,2024/10/02,2024/08/09,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1735537186705.png,,2024/10/02,新北市瑞芳區靜安路四段(106縣道74.5K清潔隊場區內),02-24063481
388259,GAAAG1131230001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,山腳路4段37巷80號,,OPEN,114年1月7日早上10點開放現場認養，不接受線上預約,,2025-01-07,2999-12-31,2024/12/30,2024/12/30,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1735524478116.png,,2024/12/30,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
264325,RAAAG1110707005,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黃白色,ADULT,F,F,東大路四段,,OPEN,訓練中，暫不開放認養  所內籠位：B15,,2022-07-14,2999-12-31,2024/12/30,2022/07/07,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/59d4e009-5081-4fe4-8984-5c333c8678c3.JPG,,2024/12/30,新竹市南寮里海濱路250號,03-5368329
374283,CAAAG1130917003,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,,ADULT,F,F,,,OPEN,,,2024-09-24,2999-12-31,2024/12/29,2024/09/17,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1726552728288.png,,2024/12/29,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
375948,CAAAG1130929001,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,黑虎斑色,ADULT,F,F,新富路一段４１６巷,,OPEN,,,2024-12-29,2999-12-31,2024/12/29,2024/09/29,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1727587939801.png,,2024/12/29,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
344563,AAAHG1130127006,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,大水湳路162號,,OPEN,,,2024-01-27,2999-12-31,2024/12/27,2024/01/27,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1706353362032.png,,2024/12/27,新北市五股區外寮路9-9號,02-82925265
314169,AAAHG1120626001,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,F,F,五股區新五路二段279號,,OPEN,,,2023-06-26,2999-12-31,2024/12/27,2023/06/26,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1687755707535.png,,2024/12/27,新北市五股區外寮路9-9號,02-82925265
118775,AAAHG1080910002,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,F,F,三重區五谷里１７鄰五谷王南街１１巷２３弄９號,,OPEN,,,2021-10-05,2999-12-31,2024/12/27,2019/09/10,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1708744028106.png,,2024/12/27,新北市五股區外寮路9-9號,02-82925265
247524,AAAHG1110322004,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,五股新五路2段118-1號,,OPEN,,,2022-03-22,2999-12-31,2024/12/27,2022/03/22,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1718431541048.png,,2024/12/27,新北市五股區外寮路9-9號,02-82925265
226905,AAAHG1101015002,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,天台廣場,,OPEN,,,2021-10-22,2999-12-31,2024/12/27,2021/10/15,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1718431099365.png,,2024/12/27,新北市五股區外寮路9-9號,02-82925265
264208,AAAHG1110707003,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,菁埔47-7號,,OPEN,,,2022-07-07,2999-12-31,2024/12/27,2022/07/07,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1718785630984.png,,2024/12/27,新北市五股區外寮路9-9號,02-82925265
323706,AAAHG1120905002,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,林口區文化三路一段249巷91號,,OPEN,,,2023-09-05,2999-12-31,2024/12/27,2023/09/05,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1718432237889.png,,2024/12/27,新北市五股區外寮路9-9號,02-82925265
